/*********************************************
 * OPL 12.6.3.0 Data
 * Author: grzegorz
 * Creation Date: 18-12-2016 at 11:05:20
 *********************************************/

v = { 1 2 3 4 5 6 7 8 9 10 };
d = { 1 2 };
e = { 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 };

a = 
[
[ 1, 0, 0, 0, 0, 0, 0, 0, 0, 0 ] //1
[ 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 ] //2
[ 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 ] //3
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 ] //4
[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 0 ] //5
[ 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 ] //6
[ 0, 0, 0, 1, 0, 0, 0, 0, 0, 0 ] //7
[ 0, 0, 1, 0, 0, 0, 0, 0, 0, 0 ] //8
[ 1, 0, 0, 0, 0, 0, 0, 0, 0, 0 ] //9 
[ 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 ] //10
[ 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 ] //11
[ 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 ] //12
[ 0, 0, 0, 0, 0, 0, 1, 0, 0, 0 ] //13
[ 0, 0, 1, 0, 0, 0, 0, 0, 0, 0 ] //14
[ 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 ] //15
[ 0, 0, 0, 0, 0, 0, 1, 0, 0, 0 ] //16
];

b = 
[
[ 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 ] //1
[ 0, 0, 0, 0, 1, 0, 0, 0, 0, 0 ] //2
[ 0, 0, 0, 0, 0, 0, 0, 1, 0, 0 ] //3
[ 0, 0, 0, 0, 0, 0, 0, 1, 0, 0 ] //4
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 ] //5 
[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 0 ] //6
[ 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 ] //7 
[ 0, 0, 0, 1, 0, 0, 0, 0, 0, 0 ] //8
[ 0, 0, 1, 0, 0, 0, 0, 0, 0, 0 ] //9 
[ 0, 0, 1, 0, 0, 0, 0, 0, 0, 0 ] //10
[ 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 ] //11
[ 0, 0, 0, 0, 0, 0, 1, 0, 0, 0 ] //12
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 ] //13
[ 0, 0, 0, 0, 0, 1, 0, 0, 0, 0 ] //14
[ 0, 0, 0, 0, 0, 0, 1, 0, 0, 0 ] //15
[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 0 ] //16
];


// source node of demand d
s = [ 1 2 ];

// sink node of demand d
t = [ 10 8 ];

//volume of demand d
h = [ 10 10 ];

//links costs
ksi = [ 30 40 30 35 90  50 10 10 90 10 35 10 25 30 15 45 ];

//links capacities
cap = [ 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 ]; //lack of capacity
//cap = [ 5 10 10 5 5 5 5 5 5 5 5 5 5 5 5 5 ]; //10 for 2 and 3 edge
//cap = [ 5 5 5 5 5 5 5 5 5 5 5 5 10 5 10 5 ]; //10 for 13 and 13 edge
